學校類別,學校代碼,學校名稱,在學學生人數_博士班,在學學生人數_碩士班,在學學生人數_學士班,在學學生人數_二專,在學學生人數_五專,上學年度畢業生人數_博士,上學年度畢業生人數_碩士,上學年度畢業生人數_學士,上學年度畢業生人數_二專,上學年度畢業生人數_五專
大專校院,0036,國立臺南大學,0,8,67,0,0,0,1,9,0,0
大專校院,0037,國立臺北教育大學,0,33,119,0,0,0,7,10,0,0
大專校院,0039,國立臺中教育大學,2,41,86,0,0,0,15,14,0,0
大專校院,0042,國立澎湖科技大學,0,1,25,0,2,0,0,13,0,0
大專校院,0043,國立勤益科技大學,0,6,125,0,0,0,0,20,0,0
大專校院,0044,國立體育大學,1,20,147,0,0,2,2,12,0,0
大專校院,0046,國立臺北護理健康大學,0,11,111,0,0,0,1,20,0,0
大專校院,0047,國立高雄餐旅大學,0,2,108,1,6,0,0,29,1,0
大專校院,0048,國立金門大學,0,4,50,0,0,0,1,18,0,0
大專校院,0049,國立臺灣體育運動大學,0,25,244,0,0,0,2,40,0,0
大專校院,0050,國立臺中科技大學,0,2,152,1,72,0,0,22,0,11
大專校院,0051,國立臺北商業大學,0,1,95,0,37,0,0,24,1,2
大專校院,0052,國立屏東大學,6,86,306,0,0,0,8,56,0,0
大專校院,0053,國立高雄科技大學,0,11,262,0,19,1,1,66,0,1
大專校院,1001,東海大學,3,11,51,0,0,0,1,10,0,0
大專校院,1002,輔仁大學,0,94,341,0,0,0,4,68,0,0
大專校院,1003,東吳大學,1,1,127,0,0,0,1,32,0,0
大專校院,1004,中原大學,2,16,157,0,0,0,2,41,0,0
大專校院,1005,淡江大學,0,1,166,0,0,0,1,28,0,0
大專校院,1006,中國文化大學,0,8,326,0,0,0,1,62,0,0
大專校院,1007,逢甲大學,0,1,50,0,0,0,0,18,0,0
大專校院,1008,靜宜大學,2,25,73,0,0,0,2,14,0,0
大專校院,1009,長庚大學,1,9,32,0,0,0,0,3,0,0
大專校院,1010,元智大學,1,9,37,0,0,0,4,7,0,0
大專校院,1011,中華大學,1,0,34,0,0,0,0,8,0,0
大專校院,1012,大葉大學,1,8,136,0,0,0,0,32,0,0
大專校院,1013,華梵大學,0,0,9,0,0,0,1,3,0,0
大專校院,1014,義守大學,2,27,734,0,0,0,1,96,0,0
大專校院,1015,世新大學,4,17,302,0,0,0,4,54,0,0
大專校院,1016,銘傳大學,0,3,149,0,0,0,1,32,0,0
大專校院,1017,實踐大學,0,2,284,0,0,0,1,64,0,0
大專校院,1018,朝陽科技大學,0,8,183,0,0,0,1,29,0,0
大專校院,1019,高雄醫學大學,2,8,81,0,0,0,1,14,0,0
大專校院,1020,南華大學,0,8,79,0,0,0,3,10,0,0
大專校院,1021,真理大學,0,2,117,0,0,0,0,27,0,0
大專校院,1022,大同大學,1,2,10,0,0,0,2,3,0,0
大專校院,1023,南臺科技大學,0,5,126,0,0,0,0,23,0,0
大專校院,1024,崑山科技大學,0,3,90,0,0,0,0,17,0,0
大專校院,1025,嘉南藥理大學,0,5,247,0,0,0,2,64,0,0
大專校院,1026,樹德科技大學,1,2,211,0,0,0,1,27,0,0
大專校院,1027,慈濟大學,2,28,77,0,0,0,3,12,0,0
大專校院,1028,臺北醫學大學,0,1,44,0,0,0,0,13,0,0
大專校院,1029,中山醫學大學,0,8,126,0,0,0,1,26,0,0
大專校院,1030,龍華科技大學,0,3,135,0,5,0,1,33,0,0
大專校院,1031,輔英科技大學,0,1,129,0,111,0,1,29,0,9
大專校院,1032,明新科技大學,0,7,166,1,0,0,1,40,1,0
大專校院,1033,長榮大學,2,6,163,0,0,0,3,51,0,0
大專校院,1034,弘光科技大學,0,5,177,4,8,0,0,47,0,2
大專校院,1035,中國醫藥大學,1,6,111,0,0,0,2,20,0,0
大專校院,1036,健行科技大學,0,3,306,0,2,0,1,43,0,0
大專校院,1037,正修科技大學,0,11,236,32,0,0,0,33,0,0
大專校院,1038,萬能科技大學,0,9,354,0,0,0,3,54,0,0
大專校院,1039,玄奘大學,0,11,98,0,0,0,0,20,0,0
大專校院,1040,建國科技大學,0,1,47,0,0,0,0,10,0,0
大專校院,1041,明志科技大學,0,2,35,0,0,0,2,8,0,0
大專校院,1042,高苑科技大學,0,2,125,0,0,0,1,33,0,0
大專校院,1043,大仁科技大學,0,14,553,0,0,0,6,122,0,0
大專校院,1044,聖約翰科技大學,0,3,100,0,4,0,0,11,0,0
大專校院,1045,嶺東科技大學,0,11,131,0,0,0,0,14,0,0
大專校院,1046,中國科技大學,0,4,160,1,0,0,0,29,0,0
大專校院,1047,中臺科技大學,0,9,145,0,0,0,2,36,0,0
大專校院,1048,亞洲大學,1,7,151,0,0,0,1,29,0,0
大專校院,1049,開南大學,0,16,201,0,0,0,8,25,0,0
大專校院,1050,佛光大學,1,18,59,0,0,0,7,17,0,0
大專校院,1051,台南應用科技大學,0,2,120,0,21,0,1,27,0,0
大專校院,1052,遠東科技大學,0,2,122,0,0,0,0,19,0,0
大專校院,1053,元培醫事科技大學,0,2,112,0,0,0,5,28,0,0
大專校院,1054,景文科技大學,0,0,108,0,0,0,1,26,0,0
大專校院,1055,中華醫事科技大學,0,0,31,0,10,0,0,7,0,6
大專校院,1056,東南科技大學,0,1,143,0,0,0,1,32,0,0
大專校院,1057,德明財經科技大學,0,2,92,0,0,0,0,14,0,0
大專校院,1058,明道大學,0,1,34,0,0,0,0,15,0,0
大專校院,1060,南開科技大學,0,7,58,0,9,0,1,13,0,0
大專校院,1061,中華科技大學,0,5,100,0,0,0,7,24,1,0
大專校院,1062,僑光科技大學,0,0,126,0,0,0,0,21,2,0
大專校院,1063,育達科技大學,0,8,113,0,0,0,1,23,0,0
大專校院,1064,美和科技大學,0,33,518,6,208,0,7,117,3,16
大專校院,1065,吳鳳科技大學,0,0,67,0,0,0,0,13,0,0
大專校院,1066,環球科技大學,0,31,315,62,0,0,12,63,16,0
大專校院,1067,台灣首府大學,0,0,75,0,0,0,1,17,0,0
大專校院,1068,中州科技大學,0,0,58,0,0,0,1,12,0,0
大專校院,1069,修平科技大學,0,1,60,0,0,0,0,10,0,0
大專校院,1070,長庚科技大學,0,2,133,0,12,0,1,45,0,12
大專校院,1071,臺北城市科技大學,0,1,226,0,11,0,0,16,0,2
大專校院,1072,大華科技大學,0,0,61,2,19,0,0,18,1,4
大專校院,1073,醒吾科技大學,0,16,424,0,11,0,0,67,0,2
大專校院,1074,南榮科技大學,0,1,21,2,3,0,0,21,0,0
大專校院,1075,文藻外語大學,0,2,101,0,44,0,0,15,0,6
大專校院,1076,華夏科技大學,0,0,43,6,3,0,0,8,2,1
大專校院,1077,慈濟科技大學,0,1,213,0,602,0,0,50,0,76
大專校院,1078,致理科技大學,0,0,138,0,17,0,0,22,0,7
大專校院,1079,康寧大學,0,3,64,7,46,0,2,11,3,9
大專校院,1080,宏國德霖科技大學,0,0,112,2,11,0,0,20,3,2
大專校院,1081,東方設計大學,0,2,30,0,25,0,0,4,0,3
大專校院,1082,崇右影藝科技大學,0,0,169,0,4,0,0,17,0,1
大專校院,1083,台北海洋科技大學,0,0,105,5,25,0,0,22,7,1
大專校院,3002,臺北市立大學,0,31,306,0,0,0,5,46,0,0
大專校院,0144,國立臺灣戲曲學院,0,0,20,0,0,0,0,8,0,0
大專校院,1125,中信金融管理學院,0,1,23,0,0,0,1,1,0,0
大專校院,1148,大漢技術學院,0,22,347,66,0,0,4,55,23,0
大專校院,1159,和春技術學院,0,1,93,22,1,0,0,36,11,1
大專校院,1166,亞東技術學院,0,0,46,0,0,0,0,10,0,0
大專校院,1168,南亞技術學院,0,0,141,2,10,0,1,32,2,0
大專校院,1176,稻江科技暨管理學院,0,10,106,0,0,0,2,48,0,0
大專校院,1182,蘭陽技術學院,0,0,53,0,28,0,0,4,0,2
大專校院,1183,黎明技術學院,0,0,133,0,2,0,0,16,1,1
大專校院,1185,經國管理暨健康學院,0,2,74,0,44,0,0,11,0,9
大專校院,1188,大同技術學院,0,0,133,0,5,0,0,23,0,1
大專校院,1192,臺灣觀光學院,0,4,147,9,39,0,0,37,9,4
大專校院,1195,馬偕醫學院,0,0,22,0,0,0,0,4,0,0
大專校院,1196,法鼓文理學院,0,0,0,0,0,0,1,0,0,0
大專校院,0221,國立臺南護理專科學校,0,0,0,4,44,0,0,0,1,13
大專校院,0222,國立臺東專科學校,0,0,0,62,117,0,0,0,13,6
大專校院,1282,馬偕醫護管理專科學校,0,0,0,0,368,0,0,0,5,81
大專校院,1283,仁德醫護管理專科學校,0,0,0,5,232,0,0,0,6,23
大專校院,1284,樹人醫護管理專科學校,0,0,0,1,239,0,0,0,3,22
大專校院,1285,慈惠醫護管理專科學校,0,0,0,49,557,0,0,0,11,72
大專校院,1286,耕莘健康管理專科學校,0,0,0,2,204,0,0,0,0,19
大專校院,1287,敏惠醫護管理專科學校,0,0,0,0,71,0,0,0,0,7
大專校院,1289,育英醫護管理專科學校,0,0,0,0,41,0,0,0,0,5
大專校院,1291,聖母醫護管理專科學校,0,0,0,0,290,0,0,0,0,39
大專校院,1292,新生醫護管理專科學校,0,0,0,9,509,0,0,0,1,46
大專校院,1293,崇仁醫護管理專科學校,0,0,0,0,22,0,0,0,0,4
宗教研修學院,1R02,基督教台灣浸會神學院,0,5,0,0,0,0,0,0,0,0
宗教研修學院,1R03,臺北基督學院,0,0,5,0,0,0,0,2,0,0
宗教研修學院,1R05,台灣神學研究學院,0,10,0,0,0,0,0,0,0,0
宗教研修學院,1R07,台灣基督長老教會南神神學院,0,8,0,0,0,0,0,0,0,0
空大及附設進修學校,0A01,國立空中大學,0,0,400,146,0,0,0,32,47,0
空大及附設進修學校,0A09,國立臺中科技大學附進修專校,0,0,0,14,0,0,0,0,6,0
空大及附設進修學校,0A10,國立臺北商業大學附進修專校,0,0,0,25,0,0,0,0,8,0
空大及附設進修學校,0A11,國立勤益科技大學附進修專校,0,0,0,4,0,0,0,0,1,0
空大及附設進修學校,0A13,國立高雄科技大學附進修學院,0,0,12,0,0,0,0,4,0,0
空大及附設進修學校,0A15,國立勤益科技大學附進修學院,0,0,4,0,0,0,0,3,0,0
空大及附設進修學校,0A16,國立臺中科技大學附進修學院,0,0,17,0,0,0,0,2,0,0
空大及附設進修學校,0A17,國立臺北商業大學附空中進院,0,0,56,66,0,0,0,20,23,0
空大及附設進修學校,0A18,國立臺中科技大學附空中進院,0,0,24,38,0,0,0,5,8,0
空大及附設進修學校,1A01,高苑科技大學附進修專校,0,0,0,1,0,0,0,0,1,0
空大及附設進修學校,1A02,和春技術學院附進修專校,0,0,0,1,0,0,0,0,0,0
空大及附設進修學校,1A03,環球科技大學附進修專校,0,0,0,32,0,0,0,0,0,0
空大及附設進修學校,1A05,景文科技大學附進修專校,0,0,0,3,0,0,0,0,0,0
空大及附設進修學校,1A06,中州科技大學附進修專校,0,0,0,1,0,0,0,0,1,0
空大及附設進修學校,1A07,美和科技大學附進修專校,0,0,0,52,0,0,0,0,37,0
空大及附設進修學校,1A08,南開科技大學附進修專校,0,0,0,2,0,0,0,0,2,0
空大及附設進修學校,1A09,東方設計大學附進修專校,0,0,0,18,0,0,0,0,11,0
空大及附設進修學校,1A10,遠東科技大學附進修專校,0,0,0,1,0,0,0,0,2,0
空大及附設進修學校,1A11,吳鳳科技大學附進修專校,0,0,0,3,0,0,0,0,1,0
空大及附設進修學校,1A14,醒吾科技大學附進修專校,0,0,0,13,0,0,0,0,2,0
空大及附設進修學校,1A15,蘭陽技術學院附進修專校,0,0,0,8,0,0,0,0,27,0
空大及附設進修學校,1A16,修平科技大學附進修專校,0,0,0,3,0,0,0,0,0,0
空大及附設進修學校,1A18,崑山科技大學附進修專校,0,0,0,13,0,0,0,0,0,0
空大及附設進修學校,1A19,萬能科技大學附進修專校,0,0,0,5,0,0,0,0,0,0
空大及附設進修學校,1A20,中國科技大學附進修專校,0,0,0,10,0,0,0,0,1,0
空大及附設進修學校,1A21,中華科技大學附進修專校,0,0,0,1,0,0,0,0,3,0
空大及附設進修學校,1A22,正修科技大學附進修專校,0,0,0,23,0,0,0,0,8,0
空大及附設進修學校,1A27,明新科技大學附進修專校,0,0,0,4,0,0,0,0,1,0
空大及附設進修學校,1A28,南亞技術學院附進修專校,0,0,0,12,0,0,0,0,6,0
空大及附設進修學校,1A29,臺北城市科技大學附進修專校,0,0,0,10,0,0,0,0,0,0
空大及附設進修學校,1A30,大同技術學院附進修專校,0,0,0,3,0,0,0,0,0,0
空大及附設進修學校,1A31,大仁科技大學附進修專校,0,0,0,22,0,0,0,0,7,0
空大及附設進修學校,1A33,崇右影藝科技大學附進修專校,0,0,0,42,0,0,0,0,24,0
空大及附設進修學校,1A36,經國管理暨健康學院附進修專校,0,0,0,9,0,0,0,0,3,0
空大及附設進修學校,1A37,建國科技大學附進修專校,0,0,0,2,0,0,0,0,0,0
空大及附設進修學校,1A40,嶺東科技大學附進修學院,0,0,0,0,0,0,0,2,0,0
空大及附設進修學校,1A41,高苑科技大學附進修學院,0,0,7,0,0,0,0,3,0,0
空大及附設進修學校,1A42,建國科技大學附進修學院,0,0,1,0,0,0,0,0,0,0
空大及附設進修學校,1A44,和春技術學院附進修學院,0,0,4,0,0,0,0,0,0,0
空大及附設進修學校,1A48,臺北城市科技大學附進修學院,0,0,9,0,0,0,0,2,0,0
空大及附設進修學校,1A50,中國科技大學附進修學院,0,0,8,0,0,0,0,4,0,0
空大及附設進修學校,1A52,醒吾科技大學附進修學院,0,0,65,0,0,0,0,6,0,0
空大及附設進修學校,1A54,南亞技術學院附進修學院,0,0,40,0,0,0,0,11,0,0
空大及附設進修學校,1A56,明新科技大學附進修學院,0,0,8,0,0,0,0,1,0,0
空大及附設進修學校,1A57,修平科技大學附進修學院,0,0,5,0,0,0,0,1,0,0
空大及附設進修學校,1A58,環球科技大學附進修學院,0,0,39,0,0,0,0,4,0,0
空大及附設進修學校,1A59,吳鳳科技大學附進修學院,0,0,6,0,0,0,0,4,0,0
空大及附設進修學校,1A61,遠東科技大學附進修學院,0,0,1,0,0,0,0,1,0,0
空大及附設進修學校,1A62,美和科技大學附進修學院,0,0,113,0,0,0,0,49,0,0
空大及附設進修學校,1A64,蘭陽技術學院附進修學院,0,0,36,0,0,0,0,26,0,0
空大及附設進修學校,1A65,經國管理暨健康學院附進修學院,0,0,20,0,0,0,0,10,0,0
空大及附設進修學校,1A67,崇右影藝科技大學附進修學院,0,0,45,0,0,0,0,21,0,0
空大及附設進修學校,1A68,南開科技大學附進修學院,0,0,2,0,0,0,0,1,0,0
空大及附設進修學校,1A75,元培醫事科技大學附進修專校,0,0,0,6,0,0,0,0,3,0
空大及附設進修學校,1A76,東方設計大學附進修學院,0,0,34,0,0,0,0,17,0,0
空大及附設進修學校,1A77,華夏科技大學附進修學院,0,0,2,0,0,0,0,2,0,0
空大及附設進修學校,1A78,華夏科技大學附進修專校,0,0,0,2,0,0,0,0,1,0
空大及附設進修學校,1A79,樹德科技大學附進修專校,0,0,0,10,0,0,0,0,7,0
空大及附設進修學校,1A82,慈濟科技大學附進修學院,0,0,11,0,0,0,0,1,0,0
空大及附設進修學校,1A83,台北海洋科技大學附進修專校,0,0,0,3,0,0,0,0,0,0
空大及附設進修學校,3A01,高雄市立空中大學,0,0,83,0,0,0,0,9,0,0
